,,top,mid_L_top,mid_R_top,mid_L_bot,mid_R_bot,bot_L,bot_R,"
"
vid_37_frame_252_3.jpg,N/A,"[36, 5]","[22, 28]","[47, 30]","[16, 49]","[48, 52]","[8, 74]","[51, 78]",
vid_37_frame_190_9.jpg,N/A,"[12, 3]","[8, 16]","[19, 15]","[8, 25]","[21, 24]","[5, 36]","[25, 36]",
vid_37_frame_252_4.jpg,N/A,"[16, 3]","[8, 25]","[28, 22]","[7, 44]","[35, 39]","[7, 65]","[41, 58]",
vid_37_frame_244_2.jpg,N/A,"[30, 1]","[19, 33]","[48, 29]","[20, 62]","[57, 55]","[17, 95]","[68, 85]",
vid_37_frame_180_0.jpg,N/A,"[29, 2]","[21, 26]","[39, 25]","[18, 48]","[44, 46]","[13, 70]","[50, 68]",
vid_36_frame_54_2.jpg,N/A,"[17, 2]","[11, 13]","[21, 14]","[10, 21]","[22, 21]","[7, 30]","[23, 31]",
vid_37_frame_532_4.jpg,N/A,"[13, 4]","[9, 17]","[18, 16]","[8, 26]","[21, 25]","[5, 38]","[24, 38]",
vid_37_frame_188_8.jpg,N/A,"[13, 2]","[8, 17]","[21, 15]","[8, 30]","[25, 26]","[7, 43]","[30, 40]",
vid_37_frame_414_7.jpg,N/A,"[6, 2]","[3, 14]","[14, 12]","[3, 24]","[18, 22]","[4, 34]","[22, 32]",
vid_31_frame_2397_2.jpg,N/A,"[11, 0]","[6, 17]","[19, 16]","[6, 31]","[23, 28]","[5, 39]","[26, 36]",
vid_37_frame_259_1.jpg,N/A,"[36, 4]","[22, 25]","[44, 28]","[17, 43]","[45, 46]","[9, 63]","[45, 68]",
vid_37_frame_255_2.jpg,N/A,"[24, 5]","[16, 23]","[30, 23]","[12, 34]","[31, 35]","[9, 50]","[35, 51]",
vid_37_frame_190_2.jpg,N/A,"[18, 6]","[12, 26]","[28, 24]","[10, 45]","[34, 42]","[9, 65]","[41, 61]",
vid_37_frame_410_1.jpg,N/A,"[47, 6]","[32, 33]","[56, 36]","[26, 55]","[57, 56]","[17, 78]","[61, 82]",
vid_37_frame_179_3.jpg,N/A,"[20, 4]","[14, 21]","[27, 20]","[11, 34]","[30, 34]","[7, 51]","[32, 51]",
vid_37_frame_545_3.jpg,N/A,"[17, 1]","[11, 15]","[22, 14]","[10, 27]","[23, 27]","[8, 41]","[28, 40]",
vid_37_frame_432_2.jpg,N/A,"[16, 5]","[9, 19]","[23, 18]","[8, 31]","[26, 32]","[7, 45]","[28, 44]",
vid_37_frame_237_1.jpg,N/A,"[20, 2]","[12, 16]","[27, 17]","[9, 29]","[27, 29]","[5, 43]","[30, 44]",
vid_37_frame_248_0.jpg,N/A,"[26, 2]","[18, 32]","[43, 28]","[16, 56]","[51, 52]","[15, 83]","[60, 76]",
vid_37_frame_423_3.jpg,N/A,"[41, 2]","[27, 23]","[48, 26]","[20, 43]","[50, 45]","[13, 64]","[52, 70]",
vid_37_frame_245_5.jpg,N/A,"[16, 3]","[12, 16]","[23, 15]","[12, 28]","[26, 27]","[9, 41]","[30, 39]",
vid_37_frame_346_1.jpg,N/A,"[35, 3]","[22, 25]","[42, 28]","[16, 44]","[43, 47]","[8, 66]","[45, 71]",
vid_37_frame_182_7.jpg,N/A,"[19, 1]","[10, 14]","[24, 15]","[8, 25]","[25, 27]","[3, 39]","[26, 42]",
vid_37_frame_413_5.jpg,N/A,"[13, 1]","[9, 12]","[19, 11]","[8, 24]","[23, 23]","[6, 36]","[26, 34]",
vid_37_frame_190_5.jpg,N/A,"[21, 5]","[16, 21]","[32, 20]","[15, 37]","[37, 34]","[16, 54]","[43, 50]",
vid_31_frame_2390_5.jpg,N/A,"[14, 1]","[9, 17]","[24, 16]","[8, 33]","[28, 32]","[7, 42]","[31, 40]",
vid_37_frame_425_0.jpg,N/A,"[31, 3]","[21, 35]","[48, 32]","[19, 62]","[55, 57]","[17, 91]","[64, 87]",
vid_37_frame_543_2.jpg,N/A,"[39, 3]","[28, 26]","[47, 27]","[23, 44]","[48, 47]","[14, 66]","[52, 70]",
vid_37_frame_543_0.jpg,N/A,"[15, 4]","[9, 23]","[27, 24]","[6, 43]","[32, 41]","[6, 64]","[36, 63]",
vid_37_frame_242_1.jpg,N/A,"[20, 2]","[13, 18]","[27, 18]","[11, 31]","[30, 31]","[9, 46]","[33, 45]",
vid_37_frame_188_9.jpg,N/A,"[12, 2]","[6, 15]","[21, 14]","[5, 28]","[25, 27]","[6, 41]","[30, 38]",
vid_37_frame_246_2.jpg,N/A,"[18, 4]","[15, 19]","[26, 18]","[13, 32]","[29, 30]","[10, 48]","[35, 43]",
vid_37_frame_180_4.jpg,N/A,"[13, 2]","[7, 13]","[18, 13]","[6, 24]","[20, 24]","[3, 36]","[22, 36]",
vid_37_frame_402_1.jpg,N/A,"[21, 4]","[14, 19]","[28, 19]","[12, 34]","[31, 33]","[11, 50]","[35, 48]",
vid_37_frame_345_2.jpg,N/A,"[34, 0]","[21, 21]","[40, 21]","[17, 38]","[42, 40]","[9, 58]","[44, 62]",
vid_37_frame_353_0.jpg,N/A,"[32, 3]","[22, 26]","[41, 27]","[18, 44]","[43, 44]","[12, 64]","[47, 65]",
vid_37_frame_361_8.jpg,N/A,"[22, 3]","[14, 16]","[27, 17]","[12, 26]","[28, 27]","[7, 38]","[29, 41]",
vid_37_frame_252_5.jpg,N/A,"[11, 2]","[6, 14]","[17, 13]","[6, 24]","[20, 22]","[4, 35]","[23, 34]",
vid_37_frame_377_3.jpg,N/A,"[13, 1]","[7, 18]","[21, 17]","[6, 33]","[24, 32]","[4, 49]","[28, 48]",
vid_37_frame_432_1.jpg,N/A,"[26, 2]","[18, 15]","[32, 15]","[16, 24]","[32, 25]","[11, 37]","[34, 39]",
vid_37_frame_346_3.jpg,N/A,"[27, 5]","[19, 30]","[41, 29]","[18, 52]","[47, 48]","[17, 78]","[55, 72]",
vid_37_frame_423_4.jpg,N/A,"[20, 8]","[12, 22]","[26, 23]","[10, 33]","[27, 33]","[6, 47]","[28, 48]",
vid_37_frame_244_3.jpg,N/A,"[19, 1]","[13, 18]","[27, 16]","[12, 33]","[31, 32]","[10, 49]","[36, 47]",
vid_37_frame_425_4.jpg,N/A,"[25, 2]","[15, 15]","[29, 16]","[11, 26]","[30, 28]","[6, 40]","[32, 42]",
vid_37_frame_515_0.jpg,N/A,"[29, 2]","[21, 22]","[38, 21]","[17, 41]","[42, 40]","[14, 61]","[45, 61]",
vid_37_frame_361_0.jpg,N/A,"[56, 3]","[36, 32]","[66, 37]","[25, 59]","[69, 66]","[13, 88]","[71, 99]",
vid_37_frame_357_13.jpg,N/A,"[18, 4]","[12, 15]","[23, 14]","[11, 26]","[26, 25]","[11, 36]","[28, 36]",
vid_37_frame_350_2.jpg,N/A,"[20, 2]","[12, 16]","[24, 16]","[10, 26]","[26, 26]","[7, 40]","[29, 41]",
vid_37_frame_348_3.jpg,N/A,"[57, 8]","[37, 39]","[68, 43]","[28, 66]","[69, 71]","[15, 96]","[71, 105]",
vid_37_frame_404_2.jpg,N/A,"[30, 2]","[20, 21]","[37, 22]","[16, 36]","[39, 37]","[10, 53]","[40, 55]",
vid_37_frame_353_12.jpg,N/A,"[12, 2]","[7, 11]","[15, 12]","[5, 18]","[16, 19]","[4, 27]","[16, 27]",
vid_37_frame_361_1.jpg,N/A,"[18, 2]","[12, 17]","[25, 17]","[10, 28]","[27, 27]","[8, 42]","[30, 42]",
vid_37_frame_528_22.jpg,N/A,"[17, 3]","[8, 14]","[22, 15]","[6, 24]","[23, 25]","[4, 36]","[24, 37]",
vid_37_frame_364_9.jpg,N/A,"[6, 1]","[2, 9]","[11, 8]","[2, 17]","[12, 16]","[3, 25]","[14, 23]",
vid_37_frame_190_11.jpg,N/A,"[22, 1]","[14, 12]","[27, 13]","[10, 22]","[29, 23]","[6, 34]","[29, 34]",
vid_37_frame_400_0.jpg,N/A,"[11, 1]","[6, 9]","[14, 9]","[5, 19]","[17, 19]","[3, 29]","[18, 27]",
vid_37_frame_364_2.jpg,N/A,"[20, 2]","[14, 19]","[27, 19]","[11, 32]","[30, 32]","[8, 48]","[34, 47]",
vid_37_frame_364_0.jpg,N/A,"[27, 4]","[18, 34]","[45, 32]","[17, 63]","[53, 57]","[13, 92]","[61, 84]",
vid_37_frame_452_2.jpg,N/A,"[17, 3]","[11, 15]","[21, 15]","[10, 24]","[22, 24]","[6, 34]","[24, 34]",
vid_37_frame_231_3.jpg,N/A,"[23, 1]","[14, 15]","[28, 16]","[12, 26]","[28, 26]","[7, 38]","[30, 40]",
vid_37_frame_546_0.jpg,N/A,"[17, 3]","[11, 21]","[27, 21]","[8, 39]","[31, 37]","[7, 58]","[37, 55]",
vid_37_frame_400_1.jpg,N/A,"[18, 1]","[12, 16]","[25, 15]","[10, 30]","[28, 29]","[9, 43]","[32, 43]",
vid_37_frame_528_4.jpg,N/A,"[14, 1]","[9, 17]","[23, 16]","[8, 31]","[27, 29]","[7, 45]","[33, 42]",
vid_37_frame_512_2.jpg,N/A,"[26, 2]","[18, 21]","[32, 21]","[16, 37]","[33, 38]","[12, 55]","[40, 56]",
vid_37_frame_208_2.jpg,N/A,"[14, 2]","[9, 12]","[17, 12]","[7, 23]","[19, 22]","[5, 33]","[20, 33]",
vid_37_frame_196_1.jpg,N/A,"[21, 3]","[14, 25]","[31, 24]","[13, 45]","[38, 42]","[13, 64]","[45, 60]",
vid_37_frame_353_6.jpg,N/A,"[22, 2]","[13, 17]","[26, 17]","[11, 28]","[27, 29]","[6, 42]","[29, 43]",
vid_37_frame_260_3.jpg,N/A,"[24, 4]","[14, 18]","[29, 20]","[11, 31]","[30, 32]","[5, 44]","[32, 46]",
vid_37_frame_179_1.jpg,N/A,"[30, 1]","[19, 19]","[36, 20]","[14, 35]","[37, 36]","[9, 51]","[40, 53]",
vid_37_frame_544_1.jpg,N/A,"[27, 3]","[17, 21]","[33, 21]","[14, 36]","[35, 37]","[8, 52]","[36, 56]",
vid_37_frame_544_2.jpg,N/A,"[24, 4]","[17, 27]","[36, 27]","[14, 49]","[41, 47]","[10, 70]","[47, 67]",
vid_37_frame_259_2.jpg,N/A,"[22, 7]","[15, 31]","[34, 28]","[13, 51]","[41, 48]","[12, 73]","[48, 68]",
vid_37_frame_345_1.jpg,N/A,"[21, 5]","[13, 28]","[33, 27]","[12, 48]","[38, 45]","[10, 69]","[44, 67]",
vid_37_frame_196_0.jpg,N/A,"[26, 3]","[18, 24]","[34, 24]","[15, 40]","[37, 41]","[9, 59]","[40, 59]",
vid_37_frame_410_4.jpg,N/A,"[19, 3]","[12, 18]","[25, 17]","[10, 30]","[27, 30]","[8, 45]","[30, 43]",
vid_37_frame_210_3.jpg,N/A,"[20, 1]","[12, 17]","[25, 17]","[10, 25]","[26, 26]","[6, 38]","[29, 39]",
vid_37_frame_425_2.jpg,N/A,"[34, 5]","[21, 25]","[41, 27]","[17, 42]","[42, 44]","[10, 61]","[44, 67]",
vid_37_frame_536_1.jpg,N/A,"[17, 2]","[11, 16]","[24, 16]","[9, 29]","[27, 29]","[9, 44]","[31, 42]",
vid_37_frame_419_0.jpg,N/A,"[17, 4]","[10, 19]","[23, 20]","[8, 32]","[25, 32]","[4, 47]","[28, 47]",
vid_37_frame_197_2.jpg,N/A,"[19, 4]","[12, 19]","[25, 19]","[9, 31]","[26, 32]","[5, 45]","[27, 47]",
vid_37_frame_512_0.jpg,N/A,"[27, 6]","[19, 21]","[33, 22]","[15, 34]","[33, 36]","[10, 48]","[35, 51]",
vid_37_frame_205_1.jpg,N/A,"[40, 4]","[27, 29]","[48, 30]","[20, 48]","[48, 52]","[11, 72]","[52, 76]",
vid_37_frame_378_3.jpg,N/A,"[17, 1]","[11, 17]","[24, 16]","[10, 29]","[26, 27]","[8, 43]","[31, 41]",
vid_37_frame_413_2.jpg,N/A,"[24, 5]","[16, 22]","[30, 22]","[13, 35]","[33, 36]","[9, 49]","[35, 49]",
vid_37_frame_248_5.jpg,N/A,"[26, 1]","[16, 17]","[32, 18]","[12, 31]","[33, 31]","[8, 46]","[35, 48]",
vid_37_frame_234_1.jpg,N/A,"[16, 5]","[9, 26]","[25, 24]","[8, 44]","[31, 42]","[5, 61]","[35, 59]",
vid_37_frame_364_3.jpg,N/A,"[12, 2]","[8, 13]","[17, 12]","[8, 20]","[18, 20]","[6, 31]","[21, 31]",
vid_37_frame_402_6.jpg,N/A,"[17, 5]","[12, 16]","[22, 17]","[10, 24]","[22, 24]","[6, 34]","[23, 35]",
vid_37_frame_171_2.jpg,N/A,"[22, 2]","[14, 16]","[27, 16]","[11, 28]","[29, 29]","[8, 41]","[29, 43]",
vid_37_frame_509_2.jpg,N/A,"[26, 4]","[19, 17]","[29, 19]","[15, 30]","[30, 31]","[9, 43]","[31, 44]",
vid_36_frame_54_3.jpg,N/A,"[14, 2]","[10, 14]","[19, 14]","[8, 22]","[20, 22]","[5, 32]","[22, 32]",
vid_37_frame_516_0.jpg,N/A,"[21, 0]","[13, 15]","[27, 15]","[11, 31]","[29, 31]","[7, 47]","[31, 47]",
vid_37_frame_528_3.jpg,N/A,"[14, 2]","[10, 15]","[18, 15]","[9, 22]","[19, 22]","[6, 33]","[24, 32]",
vid_37_frame_357_6.jpg,N/A,"[16, 0]","[10, 18]","[25, 16]","[9, 34]","[30, 32]","[8, 53]","[36, 50]",
vid_37_frame_515_1.jpg,N/A,"[22, 1]","[14, 15]","[27, 15]","[11, 29]","[29, 30]","[8, 43]","[31, 44]",
vid_37_frame_419_1.jpg,N/A,"[13, 1]","[8, 19]","[23, 18]","[7, 35]","[29, 32]","[6, 51]","[32, 49]",
vid_37_frame_539_1.jpg,N/A,"[26, 6]","[16, 29]","[38, 28]","[14, 53]","[45, 50]","[13, 78]","[52, 71]",
vid_37_frame_205_2.jpg,N/A,"[13, 0]","[8, 12]","[19, 12]","[6, 24]","[21, 23]","[5, 37]","[24, 35]",
vid_37_frame_532_1.jpg,N/A,"[28, 3]","[20, 33]","[46, 30]","[18, 59]","[55, 53]","[18, 88]","[62, 78]",
vid_38_frame_285_3.jpg,N/A,"[40, 1]","[24, 24]","[50, 27]","[19, 43]","[49, 45]","[12, 62]","[53, 67]",
vid_37_frame_689_4.jpg,N/A,"[19, 1]","[12, 22]","[30, 21]","[11, 41]","[36, 37]","[11, 62]","[42, 57]",
vid_38_frame_125_2.jpg,N/A,"[26, 1]","[19, 18]","[34, 17]","[18, 34]","[39, 34]","[15, 51]","[42, 49]",
vid_37_frame_571_0.jpg,N/A,"[24, 1]","[16, 16]","[31, 18]","[13, 29]","[32, 30]","[8, 42]","[33, 46]",
vid_38_frame_162_0.jpg,N/A,"[26, 3]","[18, 24]","[35, 23]","[16, 42]","[39, 40]","[14, 63]","[46, 59]",
vid_37_frame_690_5.jpg,N/A,"[23, 4]","[16, 25]","[32, 24]","[15, 44]","[37, 41]","[14, 64]","[48, 58]",
vid_38_frame_287_0.jpg,N/A,"[41, 8]","[26, 34]","[51, 36]","[20, 57]","[53, 59]","[12, 79]","[56, 82]",
vid_38_frame_343_1.jpg,N/A,"[37, 3]","[24, 22]","[44, 23]","[20, 38]","[46, 40]","[15, 53]","[47, 57]",
vid_37_frame_615_4.jpg,N/A,"[17, 2]","[11, 17]","[25, 16]","[8, 29]","[27, 29]","[7, 45]","[30, 45]",
vid_38_frame_121_7.jpg,N/A,"[21, 4]","[12, 15]","[28, 16]","[9, 26]","[29, 27]","[6, 37]","[27, 39]",
vid_37_frame_769_5.jpg,N/A,"[11, 1]","[7, 9]","[15, 9]","[6, 16]","[16, 16]","[4, 25]","[19, 25]",
vid_38_frame_322_2.jpg,N/A,"[19, 1]","[12, 17]","[27, 17]","[9, 33]","[30, 32]","[8, 49]","[33, 47]",
vid_37_frame_774_2.jpg,N/A,"[14, 1]","[9, 14]","[20, 13]","[8, 25]","[23, 24]","[5, 38]","[25, 38]",
vid_37_frame_553_4.jpg,N/A,"[22, 4]","[15, 19]","[26, 19]","[13, 28]","[27, 29]","[8, 39]","[29, 40]",
vid_38_frame_343_3.jpg,N/A,"[16, 4]","[9, 20]","[23, 21]","[7, 34]","[25, 35]","[3, 50]","[29, 50]",
vid_38_frame_287_2.jpg,N/A,"[18, 2]","[11, 22]","[29, 20]","[10, 39]","[33, 36]","[8, 57]","[38, 54]",
vid_37_frame_573_1.jpg,N/A,"[54, 7]","[33, 37]","[63, 42]","[21, 66]","[65, 70]","[10, 98]","[67, 101]",
vid_38_frame_125_1.jpg,N/A,"[47, 6]","[33, 26]","[54, 30]","[27, 44]","[55, 48]","[20, 63]","[56, 67]",
vid_37_frame_591_6.jpg,N/A,"[23, 2]","[14, 16]","[29, 17]","[9, 29]","[30, 30]","[6, 42]","[31, 44]",
vid_37_frame_772_4.jpg,N/A,"[13, 1]","[8, 12]","[18, 12]","[7, 23]","[20, 23]","[5, 35]","[22, 35]",
vid_37_frame_737_4.jpg,N/A,"[21, 3]","[13, 16]","[26, 16]","[12, 26]","[27, 26]","[9, 39]","[28, 39]",
vid_38_frame_340_12.jpg,N/A,"[10, 2]","[7, 10]","[16, 10]","[6, 18]","[19, 18]","[6, 23]","[22, 24]",
vid_38_frame_287_3.jpg,N/A,"[23, 3]","[15, 21]","[30, 21]","[12, 35]","[32, 34]","[7, 49]","[36, 50]",
vid_37_frame_588_6.jpg,N/A,"[11, 2]","[6, 12]","[15, 12]","[5, 19]","[16, 19]","[3, 27]","[18, 28]",
vid_38_frame_343_2.jpg,N/A,"[18, 7]","[13, 21]","[23, 21]","[11, 29]","[25, 28]","[8, 40]","[28, 40]",
vid_37_frame_689_6.jpg,N/A,"[21, 2]","[14, 20]","[30, 18]","[14, 35]","[35, 33]","[13, 51]","[39, 48]",
vid_37_frame_553_5.jpg,N/A,"[12, 1]","[8, 10]","[15, 10]","[7, 14]","[15, 14]","[5, 20]","[16, 21]",
vid_38_frame_322_3.jpg,N/A,"[8, 2]","[5, 10]","[12, 10]","[4, 16]","[13, 16]","[2, 24]","[14, 24]",
vid_37_frame_769_2.jpg,N/A,"[29, 5]","[19, 38]","[45, 33]","[18, 63]","[53, 58]","[16, 92]","[63, 85]",
vid_38_frame_285_5.jpg,N/A,"[20, 1]","[11, 12]","[26, 12]","[9, 23]","[27, 24]","[6, 34]","[26, 36]",
vid_38_frame_289_8.jpg,N/A,"[23, 4]","[15, 17]","[28, 18]","[11, 26]","[29, 27]","[8, 38]","[31, 39]",
vid_37_frame_689_2.jpg,N/A,"[34, 1]","[23, 20]","[41, 21]","[19, 37]","[43, 38]","[14, 54]","[47, 55]",
vid_37_frame_553_1.jpg,N/A,"[22, 4]","[15, 22]","[30, 22]","[13, 37]","[34, 35]","[11, 53]","[39, 53]",
vid_37_frame_588_2.jpg,N/A,"[21, 5]","[13, 22]","[28, 22]","[10, 34]","[29, 34]","[6, 50]","[31, 51]",
vid_38_frame_287_7.jpg,N/A,"[41, 3]","[25, 25]","[51, 26]","[19, 44]","[53, 47]","[12, 63]","[53, 68]",
vid_38_frame_343_6.jpg,N/A,"[10, 4]","[5, 14]","[15, 14]","[5, 20]","[16, 20]","[3, 29]","[18, 29]",
vid_37_frame_736_13.jpg,N/A,"[8, 2]","[4, 12]","[14, 11]","[3, 21]","[18, 20]","[3, 31]","[23, 29]",
vid_38_frame_125_4.jpg,N/A,"[25, 3]","[17, 19]","[33, 20]","[14, 34]","[34, 33]","[10, 49]","[37, 50]",
vid_38_frame_287_10.jpg,N/A,"[13, 7]","[9, 19]","[18, 18]","[8, 26]","[20, 25]","[6, 35]","[23, 35]",
vid_38_frame_182_3.jpg,N/A,"[30, 2]","[18, 22]","[37, 23]","[14, 38]","[39, 39]","[10, 54]","[41, 57]",
vid_37_frame_591_3.jpg,N/A,"[37, 3]","[25, 25]","[45, 27]","[20, 43]","[47, 45]","[12, 61]","[49, 67]",
vid_38_frame_340_17.jpg,N/A,"[9, 3]","[5, 12]","[17, 12]","[4, 22]","[20, 20]","[5, 30]","[24, 28]",
vid_37_frame_792_4.jpg,N/A,"[10, 1]","[6, 10]","[13, 10]","[5, 16]","[14, 16]","[4, 23]","[16, 23]",
vid_37_frame_737_1.jpg,N/A,"[28, 2]","[18, 20]","[36, 21]","[14, 35]","[37, 36]","[10, 50]","[39, 54]",
vid_38_frame_347_2.jpg,N/A,"[28, 3]","[20, 22]","[36, 22]","[18, 40]","[40, 39]","[15, 57]","[44, 57]",
vid_38_frame_347_3.jpg,N/A,"[14, 2]","[8, 13]","[19, 13]","[6, 25]","[21, 25]","[3, 37]","[23, 37]",
vid_37_frame_690_2.jpg,N/A,"[20, 8]","[10, 35]","[33, 33]","[10, 60]","[41, 55]","[9, 87]","[50, 78]",
vid_37_frame_571_7.jpg,N/A,"[12, 0]","[7, 8]","[15, 9]","[6, 14]","[16, 14]","[2, 21]","[16, 23]",
vid_38_frame_182_2.jpg,N/A,"[15, 0]","[10, 16]","[23, 14]","[10, 29]","[27, 26]","[8, 43]","[32, 40]",
vid_37_frame_591_2.jpg,N/A,"[19, 3]","[13, 15]","[24, 15]","[12, 26]","[26, 26]","[10, 36]","[28, 37]",
vid_38_frame_287_11.jpg,N/A,"[14, 1]","[9, 14]","[20, 14]","[8, 23]","[21, 23]","[5, 35]","[25, 34]",
vid_37_frame_588_3.jpg,N/A,"[13, 3]","[7, 15]","[18, 15]","[6, 24]","[20, 24]","[4, 34]","[22, 34]",
vid_38_frame_287_6.jpg,N/A,"[16, 0]","[10, 14]","[24, 13]","[8, 29]","[27, 26]","[7, 41]","[32, 39]",
vid_37_frame_553_0.jpg,N/A,"[40, 4]","[27, 25]","[45, 26]","[22, 43]","[46, 46]","[15, 61]","[49, 66]",
vid_37_frame_689_3.jpg,N/A,"[12, 2]","[8, 15]","[18, 14]","[7, 24]","[21, 23]","[6, 36]","[23, 35]",
vid_37_frame_615_2.jpg,N/A,"[10, 1]","[6, 11]","[15, 10]","[5, 20]","[17, 19]","[3, 30]","[19, 29]",
vid_37_frame_769_1.jpg,N/A,"[12, 2]","[6, 18]","[19, 17]","[5, 30]","[22, 30]","[3, 45]","[25, 43]",
vid_37_frame_794_1.jpg,N/A,"[10, 3]","[5, 16]","[15, 15]","[4, 27]","[18, 27]","[1, 38]","[21, 39]",
vid_38_frame_287_4.jpg,N/A,"[19, 2]","[12, 14]","[23, 15]","[9, 25]","[25, 25]","[5, 36]","[28, 38]",
vid_37_frame_674_1.jpg,N/A,"[21, 2]","[13, 16]","[27, 17]","[11, 29]","[28, 30]","[7, 43]","[30, 44]",
vid_37_frame_736_10.jpg,N/A,"[8, 2]","[4, 11]","[12, 10]","[4, 15]","[13, 14]","[3, 23]","[16, 22]",
vid_38_frame_343_5.jpg,N/A,"[10, 1]","[6, 12]","[16, 11]","[5, 21]","[18, 20]","[4, 32]","[21, 30]",
vid_38_frame_125_7.jpg,N/A,"[22, 2]","[16, 16]","[27, 17]","[14, 27]","[28, 26]","[9, 39]","[32, 39]",
vid_38_frame_281_2.jpg,N/A,"[63, 6]","[41, 36]","[73, 42]","[32, 62]","[73, 67]","[22, 85]","[76, 96]",
vid_37_frame_690_0.jpg,N/A,"[35, 3]","[25, 24]","[43, 25]","[20, 40]","[46, 42]","[15, 60]","[48, 62]",
vid_38_frame_337_8.jpg,N/A,"[9, 2]","[6, 13]","[15, 12]","[5, 22]","[17, 20]","[4, 32]","[20, 31]",
vid_37_frame_737_2.jpg,N/A,"[21, 8]","[14, 27]","[31, 25]","[13, 45]","[36, 43]","[11, 65]","[42, 61]",
vid_37_frame_772_3.jpg,N/A,"[25, 2]","[17, 30]","[39, 27]","[16, 53]","[46, 49]","[13, 78]","[55, 74]",
vid_37_frame_737_3.jpg,N/A,"[17, 4]","[12, 19]","[24, 17]","[12, 31]","[28, 28]","[9, 44]","[32, 42]",
vid_38_frame_337_9.jpg,N/A,"[8, 1]","[5, 9]","[12, 8]","[5, 14]","[13, 13]","[3, 21]","[16, 20]",
vid_38_frame_162_4.jpg,N/A,"[36, 6]","[25, 27]","[42, 29]","[21, 43]","[44, 44]","[14, 60]","[47, 63]",
vid_37_frame_571_4.jpg,N/A,"[15, 2]","[10, 13]","[19, 13]","[8, 19]","[20, 20]","[4, 29]","[21, 30]",
vid_37_frame_591_1.jpg,N/A,"[22, 5]","[16, 21]","[29, 20]","[14, 35]","[33, 35]","[12, 52]","[36, 50]",
vid_38_frame_182_1.jpg,N/A,"[23, 3]","[16, 25]","[32, 21]","[15, 41]","[38, 38]","[12, 61]","[45, 58]",
vid_37_frame_770_1.jpg,N/A,"[15, 1]","[10, 17]","[23, 16]","[8, 31]","[27, 30]","[5, 47]","[31, 46]",
vid_37_frame_728_4.jpg,N/A,"[14, 2]","[8, 14]","[19, 14]","[7, 25]","[21, 25]","[3, 36]","[23, 36]",
vid_38_frame_125_6.jpg,N/A,"[12, 0]","[8, 9]","[17, 8]","[7, 17]","[19, 17]","[5, 26]","[21, 26]",
vid_37_frame_674_0.jpg,N/A,"[27, 1]","[19, 19]","[35, 19]","[16, 36]","[39, 36]","[13, 55]","[42, 55]",
vid_38_frame_343_4.jpg,N/A,"[14, 4]","[8, 23]","[24, 21]","[8, 40]","[29, 37]","[7, 57]","[35, 53]",
vid_38_frame_287_5.jpg,N/A,"[16, 3]","[9, 17]","[24, 16]","[9, 28]","[27, 27]","[8, 41]","[31, 39]",
vid_37_frame_689_0.jpg,N/A,"[18, 2]","[11, 18]","[25, 18]","[9, 30]","[27, 29]","[7, 45]","[30, 44]",
vid_38_frame_206_1.jpg,N/A,"[13, 1]","[8, 14]","[18, 12]","[6, 23]","[21, 24]","[3, 36]","[23, 36]",
vid_38_frame_322_5.jpg,N/A,"[15, 1]","[9, 11]","[19, 12]","[7, 20]","[20, 20]","[4, 28]","[21, 30]",
vid_38_frame_177_8.jpg,N/A,"[11, 4]","[6, 13]","[15, 14]","[5, 19]","[15, 19]","[3, 26]","[16, 27]",
vid_38_frame_145_0.jpg,N/A,"[34, 2]","[24, 21]","[40, 23]","[20, 37]","[42, 40]","[13, 55]","[44, 59]",
vid_37_frame_629_6.jpg,N/A,"[17, 3]","[11, 13]","[20, 14]","[9, 22]","[22, 23]","[8, 34]","[22, 35]",
vid_37_frame_736_4.jpg,N/A,"[12, 1]","[8, 12]","[19, 12]","[8, 24]","[22, 22]","[6, 34]","[25, 32]",
vid_38_frame_325_4.jpg,N/A,"[12, 1]","[6, 12]","[16, 13]","[5, 20]","[16, 20]","[2, 29]","[18, 30]",
vid_37_frame_686_10.jpg,N/A,"[15, 2]","[11, 12]","[20, 11]","[10, 19]","[22, 17]","[10, 28]","[26, 28]",
vid_38_frame_181_4.jpg,N/A,"[14, 3]","[8, 18]","[21, 17]","[8, 31]","[24, 30]","[6, 47]","[30, 44]",
vid_37_frame_791_3.jpg,N/A,"[13, 0]","[7, 12]","[18, 11]","[5, 23]","[20, 22]","[4, 36]","[25, 36]",
vid_37_frame_688_7.jpg,N/A,"[33, 4]","[19, 22]","[41, 24]","[13, 38]","[42, 40]","[7, 53]","[43, 58]",
vid_38_frame_307_3.jpg,N/A,"[14, 2]","[10, 15]","[20, 14]","[8, 24]","[22, 24]","[6, 36]","[25, 36]",
vid_38_frame_364_0.jpg,N/A,"[27, 4]","[19, 27]","[39, 25]","[17, 46]","[44, 43]","[14, 68]","[49, 64]",
vid_38_frame_305_1.jpg,N/A,"[24, 1]","[17, 20]","[34, 20]","[15, 39]","[39, 36]","[14, 58]","[44, 54]",
vid_38_frame_340_1.jpg,N/A,"[19, 2]","[13, 23]","[30, 20]","[12, 41]","[36, 37]","[11, 61]","[43, 56]",
vid_37_frame_677_4.jpg,N/A,"[16, 1]","[10, 14]","[22, 13]","[8, 26]","[24, 27]","[3, 40]","[25, 40]",
